,is_human,block_type,block_csv,correct,is_correct,response,reaction_time,flanker_type,flanker_correct_direction,stroop_text,stroop_color,participant,participant_type
69,FALSE,flanker,ft_b1.csv,f,TRUE,['f'],0.364044567103198,congruent,left,-,-,1,main
70,FALSE,flanker,ft_b1.csv,j,TRUE,['j'],0.376615745955645,incongruent,right,-,-,1,main
71,FALSE,flanker,ft_b1.csv,j,TRUE,['j'],0.411087744061975,neutral,right,-,-,1,main
72,FALSE,flanker,ft_b1.csv,j,TRUE,['j'],0.374883045700189,neutral,right,-,-,1,main
73,FALSE,flanker,ft_b1.csv,j,TRUE,['j'],0.399882009550427,congruent,right,-,-,1,main
74,FALSE,flanker,ft_b1.csv,j,TRUE,['j'],0.34977043844299,incongruent,right,-,-,1,main
75,FALSE,flanker,ft_b1.csv,j,TRUE,['j'],0.379206923327534,neutral,right,-,-,1,main
76,FALSE,flanker,ft_b1.csv,f,TRUE,['f'],0.380247240733342,congruent,left,-,-,1,main
77,FALSE,flanker,ft_b1.csv,j,TRUE,['j'],0.374003232142343,incongruent,right,-,-,1,main
78,FALSE,flanker,ft_b1.csv,j,TRUE,['j'],0.424717013241453,incongruent,right,-,-,1,main
79,FALSE,flanker,ft_b1.csv,f,TRUE,['f'],0.403674208333348,congruent,left,-,-,1,main
80,FALSE,flanker,ft_b1.csv,j,TRUE,['j'],0.306967799731829,incongruent,right,-,-,1,main
81,FALSE,flanker,ft_b1.csv,f,TRUE,['f'],0.355804605199611,incongruent,left,-,-,1,main
82,FALSE,flanker,ft_b1.csv,f,FALSE,['j'],0.330830892631311,neutral,left,-,-,1,main
83,FALSE,flanker,ft_b1.csv,f,TRUE,['f'],0.394755204426852,incongruent,left,-,-,1,main
84,FALSE,flanker,ft_b1.csv,f,FALSE,['j'],0.365663272786058,congruent,left,-,-,1,main
85,FALSE,flanker,ft_b1.csv,j,TRUE,['j'],0.418317376877085,neutral,right,-,-,1,main
86,FALSE,flanker,ft_b1.csv,f,TRUE,['f'],0.430645821747226,congruent,left,-,-,1,main
87,FALSE,flanker,ft_b1.csv,f,TRUE,['f'],0.347969169036257,neutral,left,-,-,1,main
88,FALSE,flanker,ft_b1.csv,f,TRUE,['f'],0.370648752383565,neutral,left,-,-,1,main
89,FALSE,flanker,ft_b1.csv,j,TRUE,['j'],0.314271834525449,congruent,right,-,-,1,main
90,FALSE,flanker,ft_b1.csv,f,TRUE,['f'],0.379618856847763,incongruent,left,-,-,1,main
91,FALSE,flanker,ft_b1.csv,f,TRUE,['f'],0.275485138768351,incongruent,left,-,-,1,main
92,FALSE,flanker,ft_b1.csv,f,TRUE,['f'],0.360437605350926,neutral,left,-,-,1,main
93,FALSE,flanker,ft_b1.csv,j,TRUE,['j'],0.409449534904774,neutral,right,-,-,1,main
94,FALSE,flanker,ft_b1.csv,j,TRUE,['j'],0.42322955783205,incongruent,right,-,-,1,main
95,FALSE,flanker,ft_b1.csv,f,TRUE,['f'],0.337912606586515,neutral,left,-,-,1,main
96,FALSE,stroop,st_b2.csv,y,TRUE,['y'],0.343581959234733,-,-,green,yellow,1,main
97,FALSE,stroop,st_b2.csv,y,TRUE,['y'],0.4756820422867,-,-,red,yellow,1,main
98,FALSE,stroop,st_b2.csv,b,TRUE,['b'],1.19427418186272,-,-,red,blue,1,main
99,FALSE,stroop,st_b2.csv,r,TRUE,['r'],0.862606841538396,-,-,blue,red,1,main
100,FALSE,stroop,st_b2.csv,b,TRUE,['b'],0.609627901101679,-,-,blue,blue,1,main
101,FALSE,stroop,st_b2.csv,b,TRUE,['b'],0.209135931955743,-,-,blue,blue,1,main
102,FALSE,stroop,st_b2.csv,g,TRUE,['g'],0.88377351977262,-,-,green,green,1,main
103,FALSE,stroop,st_b2.csv,y,TRUE,['y'],0.874837617399323,-,-,yellow,yellow,1,main
104,FALSE,stroop,st_b2.csv,g,TRUE,['g'],0.67975497453326,-,-,green,green,1,main
105,FALSE,stroop,st_b2.csv,r,TRUE,['r'],0.849430460341486,-,-,red,red,1,main
106,FALSE,stroop,st_b2.csv,y,TRUE,['y'],0.947369250770345,-,-,yellow,yellow,1,main
107,FALSE,stroop,st_b2.csv,r,TRUE,['r'],1.10994998784934,-,-,red,red,1,main
108,FALSE,stroop,st_b2.csv,b,TRUE,['b'],0.690973036641857,-,-,green,blue,1,main
109,FALSE,stroop,st_b2.csv,g,TRUE,['g'],0.90323124301549,-,-,red,green,1,main
110,FALSE,stroop,st_b2.csv,g,TRUE,['g'],0.918554097203914,-,-,yellow,green,1,main
111,FALSE,stroop,st_b2.csv,y,TRUE,['y'],0.514858269449463,-,-,yellow,yellow,1,main
112,FALSE,stroop,st_b2.csv,g,TRUE,['g'],1.35599063090636,-,-,blue,green,1,main
113,FALSE,stroop,st_b2.csv,b,TRUE,['b'],0.891540770231558,-,-,red,blue,1,main
114,FALSE,stroop,st_b2.csv,r,TRUE,['r'],0.546032416056936,-,-,red,red,1,main
115,FALSE,stroop,st_b2.csv,r,TRUE,['r'],0.958603137826247,-,-,red,red,1,main
116,FALSE,stroop,st_b2.csv,g,TRUE,['g'],0.811029646338993,-,-,red,green,1,main
117,FALSE,stroop,st_b2.csv,r,TRUE,['r'],0.165447295556223,-,-,green,red,1,main
118,FALSE,stroop,st_b2.csv,b,TRUE,['b'],0.545761590067399,-,-,yellow,blue,1,main
119,FALSE,stroop,st_b2.csv,y,TRUE,['y'],0.840081226328218,-,-,yellow,yellow,1,main
120,FALSE,stroop,st_b2.csv,r,TRUE,['r'],0.711132835366027,-,-,yellow,red,1,main
121,FALSE,stroop,st_b2.csv,g,TRUE,['g'],1.17226501867816,-,-,green,green,1,main
122,FALSE,stroop,st_b2.csv,g,TRUE,['g'],0.110571317149183,-,-,blue,green,1,main
123,FALSE,stroop,st_b2.csv,r,TRUE,['r'],0.571772851509,-,-,blue,red,1,main
124,FALSE,stroop,st_b2.csv,b,TRUE,['b'],1.48500741546577,-,-,blue,blue,1,main
125,FALSE,stroop,st_b2.csv,y,TRUE,['y'],1.07994070353521,-,-,yellow,yellow,1,main
126,FALSE,stroop,st_b2.csv,b,TRUE,['b'],0.594973257694601,-,-,yellow,blue,1,main
127,FALSE,stroop,st_b2.csv,g,TRUE,['g'],0.141255928941942,-,-,green,green,1,main
128,FALSE,stroop,st_b2.csv,b,TRUE,['b'],0.974834726284264,-,-,green,blue,1,main
129,FALSE,stroop,st_b2.csv,g,TRUE,['g'],0.908380621226792,-,-,green,green,1,main
130,FALSE,stroop,st_b2.csv,r,TRUE,['r'],0.521394196144545,-,-,red,red,1,main
131,FALSE,stroop,st_b2.csv,y,TRUE,['y'],0.588988511638675,-,-,blue,yellow,1,main
132,FALSE,stroop,st_b2.csv,b,TRUE,['b'],0.690004654136122,-,-,blue,blue,1,main
133,FALSE,stroop,st_b2.csv,y,TRUE,['y'],0.776524623702651,-,-,blue,yellow,1,main
134,FALSE,stroop,st_b2.csv,r,TRUE,['r'],0.466094400985706,-,-,green,red,1,main
135,FALSE,stroop,st_b2.csv,r,TRUE,['r'],0.712651807878664,-,-,yellow,red,1,main
136,FALSE,stroop,st_b2.csv,y,TRUE,['y'],0.537386831804162,-,-,yellow,yellow,1,main
137,FALSE,stroop,st_b2.csv,y,TRUE,['y'],0.47861738914963,-,-,green,yellow,1,main
138,FALSE,stroop,st_b2.csv,g,TRUE,['g'],0.631386172653957,-,-,yellow,green,1,main
139,FALSE,stroop,st_b2.csv,r,TRUE,['r'],0.90812423609322,-,-,red,red,1,main
140,FALSE,stroop,st_b2.csv,b,TRUE,['b'],0.479257570164668,-,-,blue,blue,1,main
141,FALSE,stroop,st_b2.csv,y,TRUE,['y'],0.808963157024966,-,-,red,yellow,1,main
142,FALSE,stroop,st_b2.csv,g,TRUE,['g'],0.735411546674155,-,-,green,green,1,main
143,FALSE,stroop,st_b2.csv,b,TRUE,['b'],0.87858289795369,-,-,blue,blue,1,main
144,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.428312920655195,neutral,left,-,-,1,main
145,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.393697937877101,neutral,right,-,-,1,main
146,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.374526412463665,congruent,right,-,-,1,main
147,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.331155470693848,incongruent,right,-,-,1,main
148,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.289547390107852,congruent,left,-,-,1,main
149,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.414221242871448,incongruent,right,-,-,1,main
150,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.360723617284071,neutral,left,-,-,1,main
151,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.35542255772034,incongruent,right,-,-,1,main
152,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.436087434497702,congruent,left,-,-,1,main
153,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.325756878654057,incongruent,left,-,-,1,main
154,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.396599229398741,neutral,right,-,-,1,main
155,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.350825352186468,incongruent,left,-,-,1,main
156,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.323116067752185,incongruent,left,-,-,1,main
157,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.338845025141176,incongruent,right,-,-,1,main
158,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.40272799190638,neutral,right,-,-,1,main
159,FALSE,flanker,ft_b2.csv,f,FALSE,['j'],0.40520739068002,congruent,left,-,-,1,main
160,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.362043442147961,neutral,left,-,-,1,main
161,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.357755936045522,neutral,right,-,-,1,main
162,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.325339029971378,congruent,right,-,-,1,main
163,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.343101401189513,congruent,left,-,-,1,main
164,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.411266202598162,incongruent,right,-,-,1,main
165,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.38698320019481,congruent,right,-,-,1,main
166,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.382074109220511,incongruent,left,-,-,1,main
167,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.385359024511652,congruent,right,-,-,1,main
168,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.345114803036285,congruent,left,-,-,1,main
169,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.395866522565636,incongruent,left,-,-,1,main
170,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.432739095435987,incongruent,left,-,-,1,main
171,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.389861841072837,neutral,left,-,-,1,main
172,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.429397248440026,congruent,left,-,-,1,main
173,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.261483676144261,neutral,right,-,-,1,main
174,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.340259963122208,congruent,right,-,-,1,main
175,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.384427115986346,congruent,left,-,-,1,main
176,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.32799130645472,neutral,left,-,-,1,main
177,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.337703867245933,congruent,right,-,-,1,main
178,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.400565053460283,congruent,right,-,-,1,main
179,FALSE,flanker,ft_b2.csv,f,FALSE,['j'],0.375752240385097,congruent,left,-,-,1,main
180,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.375988758857983,incongruent,left,-,-,1,main
181,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.300076437409289,neutral,right,-,-,1,main
182,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.391838257436791,neutral,right,-,-,1,main
183,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.444414125985909,neutral,left,-,-,1,main
184,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.360479908823702,incongruent,right,-,-,1,main
185,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.346128811723076,congruent,right,-,-,1,main
186,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.342209289147991,neutral,left,-,-,1,main
187,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.388281151282823,neutral,left,-,-,1,main
188,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.369589097624373,incongruent,right,-,-,1,main
189,FALSE,flanker,ft_b2.csv,f,TRUE,['f'],0.393962246372963,incongruent,left,-,-,1,main
190,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.35867445052915,neutral,right,-,-,1,main
191,FALSE,flanker,ft_b2.csv,j,TRUE,['j'],0.327085483296091,incongruent,right,-,-,1,main
192,FALSE,stroop,st_b3.csv,b,TRUE,['b'],1.06512330213627,-,-,red,blue,1,main
193,FALSE,stroop,st_b3.csv,r,TRUE,['r'],0.459559869227657,-,-,green,red,1,main
194,FALSE,stroop,st_b3.csv,g,TRUE,['g'],0.299069802980599,-,-,green,green,1,main
195,FALSE,stroop,st_b3.csv,b,TRUE,['b'],0.303030504485184,-,-,green,blue,1,main
196,FALSE,stroop,st_b3.csv,b,TRUE,['b'],0.535059394276139,-,-,yellow,blue,1,main
197,FALSE,stroop,st_b3.csv,r,TRUE,['r'],0.993719241998779,-,-,red,red,1,main
198,FALSE,stroop,st_b3.csv,y,TRUE,['y'],0.585896798833365,-,-,yellow,yellow,1,main
199,FALSE,stroop,st_b3.csv,y,TRUE,['y'],0.848023119216602,-,-,yellow,yellow,1,main
200,FALSE,stroop,st_b3.csv,y,TRUE,['y'],0.159541941499327,-,-,red,yellow,1,main
201,FALSE,stroop,st_b3.csv,b,TRUE,['b'],0.754318324950199,-,-,green,blue,1,main
202,FALSE,stroop,st_b3.csv,r,TRUE,['r'],0.703519130139153,-,-,yellow,red,1,main
203,FALSE,stroop,st_b3.csv,b,TRUE,['b'],0.764237538003861,-,-,blue,blue,1,main
204,FALSE,stroop,st_b3.csv,g,TRUE,['g'],0.457014052669469,-,-,green,green,1,main
205,FALSE,stroop,st_b3.csv,b,TRUE,['b'],0.841094902938931,-,-,blue,blue,1,main
206,FALSE,stroop,st_b3.csv,y,TRUE,['y'],0.750568023477712,-,-,yellow,yellow,1,main
207,FALSE,stroop,st_b3.csv,y,TRUE,['y'],0.698847268554923,-,-,green,yellow,1,main
208,FALSE,stroop,st_b3.csv,g,TRUE,['g'],0.799343173183996,-,-,blue,green,1,main
209,FALSE,stroop,st_b3.csv,g,TRUE,['g'],0.818170505455001,-,-,green,green,1,main
210,FALSE,stroop,st_b3.csv,b,TRUE,['b'],0.357705147212367,-,-,yellow,blue,1,main
211,FALSE,stroop,st_b3.csv,r,TRUE,['r'],0.688841783163015,-,-,red,red,1,main
212,FALSE,stroop,st_b3.csv,g,TRUE,['g'],0.700601397622739,-,-,yellow,green,1,main
213,FALSE,stroop,st_b3.csv,y,TRUE,['y'],0.508237025272044,-,-,red,yellow,1,main
214,FALSE,stroop,st_b3.csv,y,TRUE,['y'],0.492082151435433,-,-,green,yellow,1,main
215,FALSE,stroop,st_b3.csv,b,TRUE,['b'],0.745416674694375,-,-,blue,blue,1,main
216,FALSE,stroop,st_b3.csv,r,TRUE,['r'],0.675207874364763,-,-,red,red,1,main
217,FALSE,stroop,st_b3.csv,r,TRUE,['r'],0.737027653887835,-,-,blue,red,1,main
218,FALSE,stroop,st_b3.csv,b,TRUE,['b'],0.460592804057661,-,-,blue,blue,1,main
219,FALSE,stroop,st_b3.csv,g,TRUE,['g'],0.491990365521669,-,-,green,green,1,main
220,FALSE,stroop,st_b3.csv,y,TRUE,['y'],0.182813205215623,-,-,yellow,yellow,1,main
221,FALSE,stroop,st_b3.csv,g,TRUE,['g'],0.725674357512741,-,-,red,green,1,main
222,FALSE,stroop,st_b3.csv,g,TRUE,['g'],0.825695965764561,-,-,blue,green,1,main
223,FALSE,stroop,st_b3.csv,r,TRUE,['r'],0.639464548551251,-,-,red,red,1,main
224,FALSE,stroop,st_b3.csv,r,TRUE,['r'],0.337548622253335,-,-,red,red,1,main
225,FALSE,stroop,st_b3.csv,g,TRUE,['g'],0.67251855446829,-,-,green,green,1,main
226,FALSE,stroop,st_b3.csv,r,TRUE,['r'],0.22058533737939,-,-,yellow,red,1,main
227,FALSE,stroop,st_b3.csv,r,TRUE,['r'],1.03004554788026,-,-,blue,red,1,main
228,FALSE,stroop,st_b3.csv,g,TRUE,['g'],0.511189178186845,-,-,yellow,green,1,main
229,FALSE,stroop,st_b3.csv,y,TRUE,['y'],1.0746331545708,-,-,blue,yellow,1,main
230,FALSE,stroop,st_b3.csv,b,TRUE,['b'],0.765756910125357,-,-,blue,blue,1,main
231,FALSE,stroop,st_b3.csv,b,TRUE,['b'],0.701985639093552,-,-,red,blue,1,main
232,FALSE,stroop,st_b3.csv,y,TRUE,['y'],0.641040955673901,-,-,blue,yellow,1,main
233,FALSE,stroop,st_b3.csv,r,TRUE,['r'],0.89952853597105,-,-,green,red,1,main
234,FALSE,stroop,st_b3.csv,b,TRUE,['b'],0.462669251567482,-,-,blue,blue,1,main
235,FALSE,stroop,st_b3.csv,r,TRUE,['r'],0.590855246527271,-,-,red,red,1,main
236,FALSE,stroop,st_b3.csv,g,TRUE,['g'],0.668965256886619,-,-,green,green,1,main
237,FALSE,stroop,st_b3.csv,y,TRUE,['y'],0.488558205255772,-,-,yellow,yellow,1,main
238,FALSE,stroop,st_b3.csv,g,TRUE,['g'],0.55044015206047,-,-,red,green,1,main
239,FALSE,stroop,st_b3.csv,y,TRUE,['y'],0.418122209767946,-,-,yellow,yellow,1,main
240,FALSE,flanker,ft_b3.csv,j,TRUE,['j'],0.50233673313673,incongruent,right,-,-,1,main
241,FALSE,flanker,ft_b3.csv,j,TRUE,['j'],0.311907286766318,neutral,right,-,-,1,main
242,FALSE,flanker,ft_b3.csv,f,TRUE,['f'],0.330058731103843,neutral,left,-,-,1,main
243,FALSE,flanker,ft_b3.csv,f,TRUE,['f'],0.346508403434426,congruent,left,-,-,1,main
244,FALSE,flanker,ft_b3.csv,j,TRUE,['j'],0.345804403759008,incongruent,right,-,-,1,main
245,FALSE,flanker,ft_b3.csv,f,TRUE,['f'],0.321898747254174,congruent,left,-,-,1,main
246,FALSE,flanker,ft_b3.csv,f,FALSE,['j'],0.384957797064136,congruent,left,-,-,1,main
247,FALSE,flanker,ft_b3.csv,f,TRUE,['f'],0.310543282373578,congruent,left,-,-,1,main
248,FALSE,flanker,ft_b3.csv,f,TRUE,['f'],0.328456326887619,neutral,left,-,-,1,main
249,FALSE,flanker,ft_b3.csv,j,TRUE,['j'],0.373073386776485,neutral,right,-,-,1,main
250,FALSE,flanker,ft_b3.csv,j,TRUE,['j'],0.297621633655867,congruent,right,-,-,1,main
251,FALSE,flanker,ft_b3.csv,f,TRUE,['f'],0.425081637858141,congruent,left,-,-,1,main
252,FALSE,flanker,ft_b3.csv,j,TRUE,['j'],0.371357663843278,neutral,right,-,-,1,main
253,FALSE,flanker,ft_b3.csv,j,TRUE,['j'],0.300228869238356,congruent,right,-,-,1,main
254,FALSE,flanker,ft_b3.csv,j,TRUE,['j'],0.288247400470767,incongruent,right,-,-,1,main
255,FALSE,flanker,ft_b3.csv,j,TRUE,['j'],0.366268163151056,congruent,right,-,-,1,main
256,FALSE,flanker,ft_b3.csv,j,TRUE,['j'],0.286696154210245,congruent,right,-,-,1,main
257,FALSE,flanker,ft_b3.csv,f,TRUE,['f'],0.35959032896742,incongruent,left,-,-,1,main
258,FALSE,flanker,ft_b3.csv,f,TRUE,['f'],0.270456263620755,congruent,left,-,-,1,main
259,FALSE,flanker,ft_b3.csv,f,TRUE,['f'],0.266958152347166,neutral,left,-,-,1,main
260,FALSE,flanker,ft_b3.csv,f,TRUE,['f'],0.369410940758101,neutral,left,-,-,1,main
261,FALSE,flanker,ft_b3.csv,f,FALSE,['j'],0.358088265216938,incongruent,left,-,-,1,main
262,FALSE,flanker,ft_b3.csv,f,TRUE,['f'],0.18886275469079,incongruent,left,-,-,1,main
263,FALSE,flanker,ft_b3.csv,j,TRUE,['j'],0.401795838099042,incongruent,right,-,-,1,main
264,FALSE,flanker,ft_b3.csv,j,TRUE,['j'],0.307505512204286,incongruent,right,-,-,1,main
