block_csv,User_Id,Test_Type,Test_Name,Flanker_Direction,Flanker_Congruency,Stroop_Text,Stroop_Color,Correct,Response,Is_Correct?,Time
st_b3.csv,1,main,StroopTrial,-,-,yellow,yellow,yellow,yellow,True,0.004645847163364303
st_b3.csv,1,main,StroopTrial,-,-,yellow,blue,yellow,yellow,True,1.0510008117566716
st_b3.csv,1,main,StroopTrial,-,-,red,blue,red,red,True,0.373919117845176
st_b3.csv,1,main,StroopTrial,-,-,blue,green,blue,blue,True,0.11019268247317376
st_b3.csv,1,main,StroopTrial,-,-,yellow,yellow,yellow,yellow,True,0.3366383200349962
st_b3.csv,1,main,StroopTrial,-,-,green,red,green,green,True,0.4948207650026234
st_b3.csv,1,main,StroopTrial,-,-,red,red,red,red,True,0.18216162851350995
st_b3.csv,1,main,StroopTrial,-,-,green,blue,green,green,True,0.2137815845671065
st_b3.csv,1,main,StroopTrial,-,-,yellow,yellow,yellow,yellow,True,0.5070128061547409
st_b3.csv,1,main,StroopTrial,-,-,yellow,yellow,yellow,yellow,True,0.2501358328143617
st_b3.csv,1,main,StroopTrial,-,-,blue,yellow,blue,blue,True,0.00987056177994916
st_b3.csv,1,main,StroopTrial,-,-,yellow,green,yellow,yellow,True,0.4420110548365467
st_b3.csv,1,main,StroopTrial,-,-,blue,blue,blue,blue,True,0.14968987866598013
st_b3.csv,1,main,StroopTrial,-,-,blue,blue,blue,blue,True,0.6379663827737925
st_b3.csv,1,main,StroopTrial,-,-,red,red,red,red,True,0.5952550364306028
st_b3.csv,1,main,StroopTrial,-,-,red,red,red,red,True,0.4827358632243566
st_b3.csv,1,main,StroopTrial,-,-,yellow,blue,yellow,yellow,True,0.7036056588905832
st_b3.csv,1,main,StroopTrial,-,-,green,green,green,green,True,0.5842058571636262
st_b3.csv,1,main,StroopTrial,-,-,green,blue,green,green,True,0.33062131574270665
st_b3.csv,1,main,StroopTrial,-,-,green,green,green,green,True,0.6514643133421874
st_b3.csv,1,main,StroopTrial,-,-,blue,red,blue,blue,True,0.403770448669742
st_b3.csv,1,main,StroopTrial,-,-,green,green,green,green,True,0.16019734145751174
st_b3.csv,1,main,StroopTrial,-,-,green,green,green,green,True,0.1587294232985897
st_b3.csv,1,main,StroopTrial,-,-,green,red,green,green,True,0.2478719160000681
st_b3.csv,1,main,StroopTrial,-,-,yellow,yellow,yellow,yellow,True,0.11307726922744177
st_b3.csv,1,main,StroopTrial,-,-,yellow,red,yellow,yellow,True,0.0002926870547415583
st_b3.csv,1,main,StroopTrial,-,-,blue,yellow,blue,blue,True,0.617122918890188
st_b3.csv,1,main,StroopTrial,-,-,yellow,green,yellow,yellow,True,0.23501735849046543
st_b3.csv,1,main,StroopTrial,-,-,yellow,yellow,yellow,yellow,True,0.4634374289030513
st_b3.csv,1,main,StroopTrial,-,-,red,red,red,red,True,0.47836067999463894
st_b3.csv,1,main,StroopTrial,-,-,blue,green,blue,blue,True,0.01912479716636406
st_b3.csv,1,main,StroopTrial,-,-,red,red,red,red,True,0.674183379978504
st_b3.csv,1,main,StroopTrial,-,-,blue,red,blue,blue,True,0.5728506996421415
st_b3.csv,1,main,StroopTrial,-,-,green,yellow,green,green,True,0.30424823814413027
ft_b1.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,6.146989377182758
ft_b1.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,2.047794229134445
ft_b1.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,1.591753518416283
ft_b1.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,13.563151784945795
ft_b1.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,6.987143404622091
ft_b1.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,0.005847237102553304
ft_b1.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,20.21562710056393
ft_b1.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,1.5806242888191502
ft_b1.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,10.43673473140919
ft_b1.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,4.624456326601971
ft_b1.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,9.100367525610123
ft_b1.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,2.474673493134448
ft_b1.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.7346250933468264
ft_b1.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,1.5842574294382374
ft_b1.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,10.236800071848444
ft_b1.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,3.289781938096173
ft_b1.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,5.352201163446708
ft_b1.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,8.134114584809971
ft_b1.csv,1,main,FlankerTrial,left,neutral,-,-,left,Left,False,5.536154076256385
ft_b1.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,3.741483753839894
ft_b1.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,1.2979521271804109
ft_b1.csv,1,main,FlankerTrial,right,neutral,-,-,right,Left,False,5.119575256897287
ft_b1.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,9.893992587902213
ft_b1.csv,1,main,FlankerTrial,right,congruent,-,-,right,Right,False,2.3028404329881953
ft_b1.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,6.294373075582955
ft_b1.csv,1,main,FlankerTrial,left,neutral,-,-,left,Right,False,2.7451011228311595
ft_b1.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,3.297126006629572
ft_b1.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,3.5165882472568075
ft_b1.csv,1,main,FlankerTrial,right,neutral,-,-,right,Left,False,9.38655840779994
ft_b1.csv,1,main,FlankerTrial,right,incongruent,-,-,right,Right,False,0.9953574614509519
ft_b1.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,2.00469378388781
ft_b1.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,0.061725770402996094
ft_b1.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,12.465527351001663
ft_b1.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,8.280317036624758
ft_b1.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,8.034628447634388
ft_b1.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,10.457475548399772
ft_b1.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,8.271179789054905
ft_b1.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,4.918344232036335
ft_b1.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.20020569950145206
ft_b1.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,7.531891757817735
ft_b1.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.06728795975399926
ft_b1.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,2.92885175078209
ft_b1.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,3.6850157266408186
ft_b1.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,10.03189965752245
ft_b1.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,8.890946605866656
ft_b1.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,3.8237081914910114
ft_b1.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,3.731845069676135
ft_b1.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,11.72725938595326
ft_b2.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.2935468746693951
ft_b2.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.702663684725546
ft_b2.csv,1,main,FlankerTrial,right,congruent,-,-,right,Left,False,1.9691749150347078
ft_b2.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,0.050692763507993455
ft_b2.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,1.0178692404846312
ft_b2.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.5134942542860902
ft_b2.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,2.1634302262571046
ft_b2.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.45482102666954216
ft_b2.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,0.40509487747658984
ft_b2.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.29439673271242583
ft_b2.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,1.7129413154231323
ft_b2.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,2.3677790026698564
ft_b2.csv,1,main,FlankerTrial,left,incongruent,-,-,left,Right,False,1.109497037055644
ft_b2.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,0.4677620918817639
ft_b2.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,2.829773811278258
ft_b2.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.8949826466743652
ft_b2.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.8125353708665531
ft_b2.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,1.7771291081534704
ft_b2.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,1.6458265858184489
ft_b2.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,0.7045345485965412
ft_b2.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.7887873046606778
ft_b2.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,0.5130689771597303
ft_b2.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,1.9757234018816194
ft_b2.csv,1,main,FlankerTrial,right,incongruent,-,-,right,Right,False,0.8088772517107495
ft_b2.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.04035745643170974
ft_b2.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.6286997792229854
ft_b2.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.5577199807040881
ft_b2.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,3.8285537677772
ft_b2.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,1.046293396686479
ft_b2.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,0.14982264553060642
ft_b2.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,0.48435621661114114
ft_b2.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,0.7861601135201753
ft_b2.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,0.6594794300810968
ft_b2.csv,1,main,FlankerTrial,right,incongruent,-,-,right,Right,False,3.432547125572108
ft_b2.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,2.7481964611625296
ft_b2.csv,1,main,FlankerTrial,left,congruent,-,-,left,Right,False,0.3656629936566326
ft_b2.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,0.28483969667722076
ft_b2.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,1.4831329066346437
ft_b2.csv,1,main,FlankerTrial,right,congruent,-,-,right,Left,False,0.7494546672988477
ft_b2.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,2.166716860267233
ft_b2.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,0.053209733428922656
ft_b2.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,1.0710592897729396
ft_b2.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,3.1578452007542857
ft_b2.csv,1,main,FlankerTrial,right,incongruent,-,-,right,Left,False,2.2609581558018874
ft_b2.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,1.0873421615768701
ft_b2.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,0.5771001846277635
ft_b2.csv,1,main,FlankerTrial,left,neutral,-,-,left,Right,False,0.30619127081799047
ft_b2.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,2.905186520590093
ft_b3.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.3711567541966214
ft_b3.csv,1,main,FlankerTrial,left,neutral,-,-,left,Left,False,0.46378648021763524
ft_b3.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.49703019975375107
ft_b3.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,0.673569105505323
ft_b3.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,0.027430906838224356
ft_b3.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,0.1774756988062004
ft_b3.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,0.5460486065788317
ft_b3.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.1663837907580127
ft_b3.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,0.4087523600935945
ft_b3.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.043806814585271026
ft_b3.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,0.6222412654985836
ft_b3.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,0.08930235974828343
ft_b3.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,0.28201626627369103
ft_b3.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,0.4431274230261254
ft_b3.csv,1,main,FlankerTrial,right,neutral,-,-,right,Left,False,0.2810096576450586
ft_b3.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.3535255421036733
ft_b3.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,0.14381759469174368
ft_b3.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,0.05517747151917757
ft_b3.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.14305323381543433
ft_b3.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,0.1768275783941902
ft_b3.csv,1,main,FlankerTrial,right,incongruent,-,-,right,Right,False,0.3347358959109548
ft_b3.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,0.18939450912983358
ft_b3.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,0.4868451112137526
ft_b3.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,0.797829196403554
ft_b3.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.023478141625967952
ft_b3.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.20894565802250334
ft_b3.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,0.18591088665797456
ft_b3.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.7342466093901436
ft_b3.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.06982005583377587
ft_b3.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,0.09988183682945817
ft_b3.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,0.7615754379312116
ft_b3.csv,1,main,FlankerTrial,left,neutral,-,-,left,Left,False,0.28628466897271193
ft_b3.csv,1,main,FlankerTrial,left,congruent,-,-,left,Right,False,0.420756461027033
ft_b3.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,0.1803607995066068
ft_b3.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,0.3268574104924828
ft_b3.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.529132344607005
ft_b3.csv,1,main,FlankerTrial,left,incongruent,-,-,left,left,True,0.2028542516619755
ft_b3.csv,1,main,FlankerTrial,right,congruent,-,-,right,right,True,0.16038195966210106
ft_b3.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,0.4105707977087801
ft_b3.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.5903494725834701
ft_b3.csv,1,main,FlankerTrial,right,neutral,-,-,right,Left,False,0.6142136403780025
ft_b3.csv,1,main,FlankerTrial,right,incongruent,-,-,right,Left,False,0.41334537374967767
ft_b3.csv,1,main,FlankerTrial,left,congruent,-,-,left,Right,False,0.4547698080841873
ft_b3.csv,1,main,FlankerTrial,left,neutral,-,-,left,left,True,0.5071137978224706
ft_b3.csv,1,main,FlankerTrial,left,congruent,-,-,left,left,True,0.2084157822496286
ft_b3.csv,1,main,FlankerTrial,right,incongruent,-,-,right,right,True,0.5509190789611682
ft_b3.csv,1,main,FlankerTrial,right,neutral,-,-,right,right,True,0.04428332322581907
ft_b3.csv,1,main,FlankerTrial,left,neutral,-,-,left,Left,False,0.029907209762598475
